name,description,oldprice,price,discount,category,category,promo,url,picture,picture,picture,picture,keywords
"Пуловер Striped Stretch Velour","  	 Ажиотаж вокруг полосок вполне заслужен особенно когда полоски находят применение на роскошном велюровом пуловере.  ",9900,2970,70%,"Одежда > Трикотаж",,,https://juicycouture.ru/catalog/womens-clothing/knitwear/pulover-striped-stretch-velour-WTKT103090-238/,https://juicycouture.ru/upload/iblock/60e/60e9c770968169debc3d846d657291bd.jpg,https://juicycouture.ru/upload/iblock/ccd/ccdc556086bfa71052508daf74d6ddd7.jpg,https://juicycouture.ru/upload/iblock/fc4/fc40bbd54af550a51197149adc184baf.jpg,,
"Пуловер Lightweight Velour Paradise Cove","  	 Пуловер Paradise Cove в классическом стиле — это необходимый предмет любого базового гардероба. Выполнен из облегченного велюра.  ",9900,2970,70%,"Одежда > Трикотаж",,,https://juicycouture.ru/catalog/womens-clothing/knitwear/pulover-lightweight-velour-paradise-cove-WTKT82859-009/,https://juicycouture.ru/upload/iblock/da8/da83f5914aa971b0c5e682c59d826017.jpg,https://juicycouture.ru/upload/iblock/def/defae09a6ad1a63c233d541696a34f92.jpg,https://juicycouture.ru/upload/iblock/be0/be00d2fbd60bb6451bfd337dd34ae6e4.jpg,,
"Пуловер Lightweight Velour Paradise Cove","  	 Пуловер Paradise Cove в классическом стиле — это необходимый предмет любого базового гардероба. Выполнен из облегченного велюра.  ",9900,2970,70%,"Одежда > Трикотаж",,,https://juicycouture.ru/catalog/womens-clothing/knitwear/pulover-lightweight-velour-paradise-cove-WTKT82859-419/,https://juicycouture.ru/upload/iblock/5c9/5c95e0c32086f04cd91db9b9c9d841d6.jpg,https://juicycouture.ru/upload/iblock/c7d/c7da0d821854256b4a7d74105c6592a1.jpg,https://juicycouture.ru/upload/iblock/058/05873eff8ed4c44bae91498b6327fc4f.jpg,,
"Пуловер с шарфом Colorful Stripe","  	 Что может быть лучше в прохладную погоду пуловера в яркую игривую полоску и шарфика с такой же расцветкой? Удивительный и уютный образ а добавление мохера придает роскошно пушистое удовольствие.  ",19900,5970,70%,"Одежда > Трикотаж",,,https://juicycouture.ru/catalog/womens-clothing/knitwear/pulover-s-sharfom-colorful-stripe-WFST85787-962/,https://juicycouture.ru/upload/iblock/616/61642d6cd92201373a3997c0ed9887bc.jpg,https://juicycouture.ru/upload/iblock/eb8/eb84962e03a4955d4b541a91f62e57a8.jpg,https://juicycouture.ru/upload/iblock/7aa/7aa0d124ef208c2abc16561c8d08fa1a.jpg,,
"Пуловер French Terry and Velour Colorblock","  	 Этот свитшот создан специально для того, чтобы даже на непринужденной прогулке Вы чувствовали себя на высоте. Мягкий хлопок подарит Вам ощущение комфорта и свободы движений, а вставка из фирменного велюра Juicy Couture дополнит образ сиянием роскоши. А специально для любительниц спортивного стиля мы дополнили рукава модели декоративными элементами, благодаря которым этот свитшот еще легче сочетать с множеством образов.  ",11900,3570,70%,"Одежда > Трикотаж",,,https://juicycouture.ru/catalog/womens-clothing/knitwear/pulover-french-terry-and-velour-colorblock-WTKT96408-114/,https://juicycouture.ru/upload/iblock/24c/24c1b029ecbfb8da12982af7820cb8ca.jpg,https://juicycouture.ru/upload/iblock/e4f/e4fa90884df1601882eea6df1e7b1782.jpg,https://juicycouture.ru/upload/iblock/3e8/3e82c69bd40f67330bb2cc6c9fae575e.jpg,,
"Кашемировые брюки Cashmere Colorblock","  	 Мы подняли спортивные брюки на совершенно новый уровень роскоши при помощи этой фантастической модели из кашемира. Невероятно мягкие и удобные, они отличаются яркими цветными полосками. Эластичный пояс с регулируемым шнурком.  ",24900,7470,70%,"Одежда > Брюки",,,https://juicycouture.ru/catalog/womens-clothing/pants/kashemirovye-bryuki-cashmere-colorblock-WFSB85786-419/,https://juicycouture.ru/upload/iblock/be5/be54331e9c927deed43f3e790a9665fa.jpg,https://juicycouture.ru/upload/iblock/f30/f3008c66311997919fb07454ece52746.jpg,https://juicycouture.ru/upload/iblock/4cf/4cfacd1dee0b64932e34d5578827e3a7.jpg,,
"Брюки джинсовые Embroidered Cactus Denim Girlfriend","  	 В мире Joshua Tree (отель в Калифорнии) и Coachella (музыкальный фестиваль в Калифорнии) мы были просто обязаны добавить вышитый кактус и розу пустыни в наши джинсы. Слегка «состаренные» ;и потёртые, они созданы для весёлых выходных. Модель 5 карманов. Застёгиваются на молнию.  ",9900,3960,60%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/bryuki-dzhinsovye-embroidered-cactus-denim-girlfriend-JWFWB86195-421/,https://juicycouture.ru/upload/iblock/4ef/4efc0fc774acfddc51dbad7c5979364b.jpg,https://juicycouture.ru/upload/iblock/717/717fb61dc73bcc01fac14054ed386748.jpg,https://juicycouture.ru/upload/iblock/16e/16ec98f006261a84ed0c773fd5db1399.jpg,,
"Жакет Sequin Dreamer Patch Denim","  	 Калифорния — как отдельная страна, солнечная, теплая, немного сказочная. Она - мечта, поэтому носите её с гордостью при помощи этой потрясающей джинсовой куртки, украшенной надписью Dreamer из пайеток на одном рукаве, а также нашивками Роза на боку и Amour на спине. С эффектом «состаренности». Накладные и прорезные карманы. Застёгивается на пуговицы.  ",15300,6885,55%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/zhaket-sequin-dreamer-patch-denim-JWFWJ86460-467/,https://juicycouture.ru/upload/iblock/ee9/ee9c72917f678053862744881cb00867.jpg,https://juicycouture.ru/upload/iblock/1cc/1ccf41ac9e75ad060be1f32a5c69facc.jpg,https://juicycouture.ru/upload/iblock/586/586e324f556363c8f5b6bd263fbf89df.jpg,,
"Жакет Dnm Hands Off Floral Embellished","  	 Juicy Couture особенно ценит женственность своих нарядов, поэтому мы дополнили классическую джинсовку цветочной вышивкой и фирменным сиянием роскошных камней. Такая же комфортная и универсальная, но ещё более игривая и яркая, эта джинсовка призвана освежить ваш любимый образ и подарить вам сияние совершенства!  ",28900,7225,75%,"Одежда > Верхняя одежда",,,https://juicycouture.ru/catalog/womens-clothing/outerwear/zhaket-dnm-hands-off-floral-embellished-WFWJ85657-415/,https://juicycouture.ru/upload/iblock/cc5/cc5b19bdb025afcc8dc93df5014edd12.jpg,https://juicycouture.ru/upload/iblock/ec7/ec78d25937d0aa8d32b26c1d7421e2f3.jpg,https://juicycouture.ru/upload/iblock/e37/e37c0d67e6f31c1b235f0b57532328c3.jpg,,
"Куртка Velour Reversible Sherpa","  	 Этот бомбер от Juicy Couture — лучший повод для создания ярких и дерзких образов! Выполненная из фирменного велюра и дополненная эластичными вставками на вороте и манжетах, эта модель подарит Вам чувство уюта и комфорта в дни осенней прохлады. Сияние золотой фурнитуры и логотип Juicy Couture, выполненный в готическом стиле, подчеркнут утонченность Вашего образа.  ",19900,7960,60%,"Одежда > Верхняя одежда",,,https://juicycouture.ru/catalog/womens-clothing/outerwear/kurtka-velour-reversible-sherpa-WTKJ85980-979/,https://juicycouture.ru/upload/iblock/dc1/dc198a5aab515d719c72c889463b9210.jpg,https://juicycouture.ru/upload/iblock/02e/02ee8dd0bd5cb08fc89cccc1382ed6e7.jpg,https://juicycouture.ru/upload/iblock/060/060445b4302892b516199d83055bb6ac.jpg,,
"Куртка Ultra Light Colorblock Puffer","  	 Покоряйте улицы города во время осенних прогулок в куртке Ultra Light Colorblock Puffer Jacket от Juicy Couture! Эта ультралегкая модель сохранит Вас в тепле и станет отличным дополнением Ваших стильных нарядов. А для того, чтобы в течение прогулки Вас не покидало ощущение уюта, мы дополнили модель эластичными манжетами и велюровым подкладом карманов.  ",21900,7665,65%,"Одежда > Верхняя одежда",,,https://juicycouture.ru/catalog/womens-clothing/outerwear/kurtka-ultra-light-colorblock-puffer-WFWJ85784-160/,https://juicycouture.ru/upload/iblock/fee/fee0968aee5fafb70ed1fdcc46405a72.jpg,https://juicycouture.ru/upload/iblock/2aa/2aa79fa5c10763829fae3ce9c835cfbe.jpg,https://juicycouture.ru/upload/iblock/47c/47c61e264259bf4a6cf994d53685ee88.jpg,,
"Куртка Faux Fur Hood Boucle","  	 Мы дополнили силуэт Вашего любимого бомбера великолепным меховым капюшоном с застежкой-молнией, трансформирующимся в роскошный ворот, чтобы подарить Вашим образам ещё больше вариаций! Уютный стеганый подклад и велюровые вставки в карманах подарят Вам ощущение уюта и сохранят Вас в тепле. Дополните свой гардероб этой универсальной курткой и превнесите фирменной роскоши Juicy Couture в осенние прогулки по любимым улочкам!  ",30900,9270,70%,"Одежда > Верхняя одежда",,,https://juicycouture.ru/catalog/womens-clothing/outerwear/kurtka-faux-fur-hood-boucle-WFWJ86312-419/,https://juicycouture.ru/upload/iblock/a27/a27e1d18b8886388550decd3f0dd9ce2.jpg,https://juicycouture.ru/upload/iblock/a0a/a0aedbc34a6044522509297c36f6db2f.jpg,https://juicycouture.ru/upload/iblock/d32/d32b17495e7c9bff1e12abc3faef1a61.jpg,,
"Куртка Faux Fur Hood Puffer","  	 Окружите себя роскошью и теплом с курткой Faux Fur Hood Puffer Jacket от Juicy Couture! Представленная в классических рассцветках, эта модель с легкостью дополнит Ваш гардероб и подарит Вам непревзойденное чувство комфорта. Капюшон с шикарной меховой отделкой, велюровый подклад в карманах и эластичные манжеты - всё это соединилось для Вас в одной модели, чтобы Вы могли сохранить чувство уюта во время зимних прогулок.  ",24900,7470,70%,"Одежда > Верхняя одежда",,,https://juicycouture.ru/catalog/womens-clothing/outerwear/kurtka-faux-fur-hood-puffer-WFWJ86342-307/,https://juicycouture.ru/upload/iblock/036/036beb2faa444b9fefaee402bf35e3a1.jpg,https://juicycouture.ru/upload/iblock/ea9/ea9b89f9627437f02dea73874997b249.jpg,https://juicycouture.ru/upload/iblock/7e0/7e0e8ea1f4c8aa8c97790c0badca9286.jpg,,
"Блузка Silk Shirting","  	 Элегантная шелковая рубашка — незаменимая часть любого женского гардероба! С любимыми джинсами или роскошными юбками - эта модель оставляет Вам огромное пространство для создания великолепных образов как для рабочих будней, так и для пышных праздников.  ",15900,6360,60%,"Одежда > Блузки",,,https://juicycouture.ru/catalog/womens-clothing/blouses/bluzka-silk-shirting-WFWT86337-109/,https://juicycouture.ru/upload/iblock/aa9/aa9baf1169fe47bead2378aaf5f11f45.jpg,https://juicycouture.ru/upload/iblock/2a1/2a19ce9e6316e8e7390da4a127659a44.jpg,https://juicycouture.ru/upload/iblock/ee5/ee59bb19a703a0712de2501f8c3f12ef.jpg,,
"Футболка JxJC Outlaw Babes Graphic Tee","  	 Футболка свободного кроя с коротким рукавом, круглым вырезом и принтом с надписью спереди. ;  ",4300,1720,60%,"Одежда > Футболки",,,https://juicycouture.ru/catalog/womens-clothing/t-shirts/futbolka-jxjc-outlaw-babes-graphic-tee-JWFKT86074-119/,https://juicycouture.ru/upload/iblock/a3d/a3de3f1438c41cd94d9972ddc0f2656d.jpg,https://juicycouture.ru/upload/iblock/536/536625f1529fe03e6ff0eb5af6995afd.jpg,https://juicycouture.ru/upload/iblock/46a/46a2159e587aadb551e1c959f60624c2.jpg,,
"Футболка Have a Juicy Day Tee","  	 Футболка свободного кроя с коротким рукавом, круглым вырезом и принтом с надписью «Have a Juicy Day» спереди. Футболка представлена в нескольких цветах.  ",3900,1560,60%,"Одежда > Футболки",,,https://juicycouture.ru/catalog/womens-clothing/t-shirts/futbolka-have-a-juicy-day-tee-JWFKT86036-009/,https://juicycouture.ru/upload/iblock/62c/62cade6fdca7bdb1b9fb31ef861cddbd.jpg,https://juicycouture.ru/upload/iblock/98e/98e0994311e053e73911181227acdace.jpg,https://juicycouture.ru/upload/iblock/f93/f93bf6823cbf5586064c48a48721a248.jpg,,
"Футболка Have a Juicy Day Tee","  	 Футболка свободного кроя с коротким рукавом, круглым вырезом и принтом с надписью «Have a Juicy Day» спереди. Футболка представлена в нескольких цветах.  ",3900,1560,60%,"Одежда > Футболки",,,https://juicycouture.ru/catalog/womens-clothing/t-shirts/futbolka-have-a-juicy-day-tee-JWFKT86036-692/,https://juicycouture.ru/upload/iblock/2ac/2ac4f8396d9455f17ac4e01f66b67e9d.jpg,https://juicycouture.ru/upload/iblock/2a6/2a657bb019e113a5768f54947068d3e0.jpg,https://juicycouture.ru/upload/iblock/4fb/4fbf55f82b86897a4a1b711ea40dea6d.jpg,,
"Футболка с длинным рукавом Better in the Desert Graphic Tee","  	 Футболка свободного кроя с круглым вырезом, длинным рукавом и принтом с надписью «It's Better in the Desert» спереди.  ",4500,2250,50%,"Одежда > Футболки",,,https://juicycouture.ru/catalog/womens-clothing/t-shirts/futbolka-s-dlinnym-rukavom-better-in-the-desert-graphic-tee-JWFKT86040-009/,https://juicycouture.ru/upload/iblock/58c/58c42a63b379d557bed48c4f37dd4d46.jpg,https://juicycouture.ru/upload/iblock/dc3/dc3ce897b75df7892d4eed630f0cdaf0.jpg,https://juicycouture.ru/upload/iblock/d51/d51403cb6955dcc63c64a32807ac3800.jpg,,
"Футболка с длинным рукавом Happy Mess Graphic Tee","  	 Футболка свободного кроя с круглым вырезом, длинным рукавом и принтом с надписью «Happy Mess» спереди.  ",4500,2250,50%,"Одежда > Футболки",,,https://juicycouture.ru/catalog/womens-clothing/t-shirts/futbolka-s-dlinnym-rukavom-happy-mess-graphic-tee-JWFKT86050-100/,https://juicycouture.ru/upload/iblock/1db/1db40d9cb57371442ea7a27ca77e1e65.jpg,https://juicycouture.ru/upload/iblock/70c/70c52b1d881e74ca8218624dffdd186c.jpg,https://juicycouture.ru/upload/iblock/749/7493df3d584a11479bfc777dce54a630.jpg,,
"Брюки Cowboy Burnout Track Pant","  	 Серые брюки с принтом, эластичной регулируемой талией со шнурком и манжетами по низу. Принт — ковбой с лассо.  ",5500,2475,55%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/bryuki-cowboy-burnout-track-pant-JWTKB89268-049/,https://juicycouture.ru/upload/iblock/5b6/5b6c0e06d3f6ffa717d0a9cc395328ea.jpg,https://juicycouture.ru/upload/iblock/80d/80de04bc3b4d953276254ebd2ca9d1a0.jpg,https://juicycouture.ru/upload/iblock/55b/55b5a0ea05e546d20ca6dec9d640cf97.jpg,,
"Свитшот Spellbound Floral Embroidered Velour Pullover","  	 Велюровый пуловер с круглым вырезом, цветочной вышивкой, длинным рукавом, эластичными деталями на манжетах и по низу.  ",19900,5970,70%,"Одежда > Толстовки",,,https://juicycouture.ru/catalog/womens-clothing/sweatshirts/svitshot-spellbound-floral-embroidered-velour-pullover-WTKT85937-498/,https://juicycouture.ru/upload/iblock/40a/40ae45fe7b96a338cbfd453dd621e8be.jpg,https://juicycouture.ru/upload/iblock/931/9315fdfa3f62a78de0e979bfe0bcd31e.jpg,https://juicycouture.ru/upload/iblock/917/917f2ac737d2b31e62a75b60dc7555ff.jpg,,
"Сумка Velvet Wilshire Woodlands Clutch","  	 Черная сумка-клатч с застежкой молнией и ремешком из золотой цепочки с жемчужинами.  ",16600,4980,70%,"Аксессуары > Сумки > Сумки",,,https://juicycouture.ru/catalog/jewelry-and-accessories/bags/handbags/sumka-velvet-wilshire-woodlands-clutch-WHB789-009/,https://juicycouture.ru/upload/iblock/62f/62fc105ce95b22e9114f99d8bbba1bbd.jpg,https://juicycouture.ru/upload/iblock/719/719c401470ef947dd42bbf98baf7077d.jpg,https://juicycouture.ru/upload/iblock/1d0/1d02cd1c84f42d4cc2fb887db21c5e46.jpg,,
"Кардиган Colorful Stripe","  	 Что может быть лучше в прохладную погоду кардигана в яркую игривую полоску и шарфика с такой же расцветкой? Удивительный и уютный образ, а добавление мохера придает роскошно пушистое удовольствие.  ",23900,7170,70%,"Одежда > Трикотаж",,,https://juicycouture.ru/catalog/womens-clothing/knitwear/kardigan-colorful-stripe-WFST85789-962/,https://juicycouture.ru/upload/iblock/dfe/dfe98997e7053fee7997c4d90a11839b.jpg,https://juicycouture.ru/upload/iblock/690/6906bab8e72079b572ca7bbc1435d235.jpg,https://juicycouture.ru/upload/iblock/2e1/2e136e74d5abe7b7c7b4aae3a536c382.jpg,,
"Бомбер Track Floral Quilted Velour","  	 Бомбер Track Floral Quilted Velour создан для мечтательных натур и идеально подойдет для создания самых женственных образов. Фирменный велюр, украшенный яркими цветами, подарит Вам мягкость и комфорт, а яркий логотип Juicy Couture придаст Вашему образу сияние роскоши. Для большего удобства мы дополнили модель эластичными манжетами и боковыми карманами.  ",24900,7470,70%,"Одежда > Верхняя одежда",,,https://juicycouture.ru/catalog/womens-clothing/outerwear/bomber-track-floral-quilted-velour-WTKJ85955-498/,https://juicycouture.ru/upload/iblock/1fc/1fcb835abc75ae49b1337dd5dab59bd1.jpg,https://juicycouture.ru/upload/iblock/c0a/c0a30e73512d2e90f9c88ca7b2cfd9f9.jpg,https://juicycouture.ru/upload/iblock/baf/baff64b8887c91d600c7411cb13bea74.jpg,,
"Блуза Dome Stud Embellished Mock Neck","  	 С моделью Dome Stud Embellished Mock Neck Sweater Вы забудете о сложном выборе «что же надеть на работу»! Невероятно мягкая ткань с мериносовой шерстью не только покорит Вас непревзойденным комфортом, но и окружит теплом и уютом, а сияющие детали на вороте дополнят Ваш образ роскошными нотками Juicy Couture. ;  ",14900,5960,60%,"Одежда > Блузки",,,https://juicycouture.ru/catalog/womens-clothing/blouses/bluza-dome-stud-embellished-mock-neck-sweater-WFST103714-160/,https://juicycouture.ru/upload/iblock/c91/c91bc27ed74e0ac7daa1b60ca5e09d4f.jpg,https://juicycouture.ru/upload/iblock/018/018c88001270ce0f9c8290081d4ccb91.jpg,https://juicycouture.ru/upload/iblock/04c/04c5197109808e5831f09869ff1ace3d.jpg,,
"Пуловер Fairisle Dolman","  	 Свитер с длинным рукавом, круглым вырезом и контрастным узором из роз.  ",9900,3465,65%,"Коллекции > Цветы",,,https://juicycouture.ru/catalog/collection/vesna/pulover-fairisle-dolman-JWFST85755-967/,https://juicycouture.ru/upload/iblock/c80/c80c0e4a4ab1fd0022812ae358b5dcb0.jpg,https://juicycouture.ru/upload/iblock/2d3/2d390ea268bdc5299fa9227eb78e43d0.jpg,https://juicycouture.ru/upload/iblock/308/3085d165a79df0653542bcff40706ea6.jpg,,
"Пуловер Crochet","  	 Свитер крупной вязки, с длинным рукавом, круглым вырезом и контрастным цветным узором.  ",10900,2180,80%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/pulover-crochet-sweater-JWFST85744-417/,https://juicycouture.ru/upload/iblock/091/09103723fd1a48caf3ba1ef900d721fb.jpg,https://juicycouture.ru/upload/iblock/056/056f47190d064c43e8e2855ff1da74bb.jpg,https://juicycouture.ru/upload/iblock/e0b/e0bb718a2f273a6ea9f5876302b910ac.jpg,,
"Юбка Stretch Velour Pencil","  	 Велюровая юбка-карандаш, с эластичным поясом и боковыми карманами на молнии.  ",9900,3960,60%,"Одежда > Юбки",,,https://juicycouture.ru/catalog/womens-clothing/skirts/yubka-stretch-velour-pencil-skirt-WTKB115125-009/,https://juicycouture.ru/upload/iblock/ce8/ce8f33c06bcd9e220f1ff1a172f73545.jpg,https://juicycouture.ru/upload/iblock/a9a/a9a25ac549c14086696282b39fd5c35e.jpg,https://juicycouture.ru/upload/iblock/716/7164a74fa20cc70cc6e8f6e0f5627bad.jpg,,
"Футболка Embellished Hollywood Graphic","  	 Футболка свободного кроя с коротким рукавом, круглым вырезом и принтом ;спереди.  ",8500,2550,70%,"Одежда > Футболки",,,https://juicycouture.ru/catalog/womens-clothing/t-shirts/futbolka-embellished-hollywood-graphic-tee-WFKT86035-009/,https://juicycouture.ru/upload/iblock/77e/77ef746264722f9be6c225287c256013.jpg,https://juicycouture.ru/upload/iblock/b41/b411f3bad90d71d5cef4f3c4630745b0.jpg,https://juicycouture.ru/upload/iblock/5c3/5c3666efb6e6dde3e4b755066bbb7318.jpg,,
"Футболка Juicy Made Graphic","  	 Футболка с короткими рукавами, круглым вырезом и контрастным принтом спереди. Представлена в трех цветах.  ",3300,1650,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/futbolka-juicy-made-graphic-tee-JWFKT110164-055/,https://juicycouture.ru/upload/iblock/d76/d76e7690f02a0b37b0390f496cc47a16.jpg,https://juicycouture.ru/upload/iblock/679/679c2e8378e8bb9d0bb76379bd86627e.jpg,https://juicycouture.ru/upload/iblock/003/003dab70e7fc436c6f5625fe2c18c258.jpg,,
"Футболка Juicy Made Graphic","  	 Футболка с короткими рукавами, круглым вырезом и контрастным принтом спереди. Представлена в трех цветах.  ",3300,1650,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/futbolka-juicy-made-graphic-tee-JWFKT110164-455/,https://juicycouture.ru/upload/iblock/0d7/0d791f349c64b6f19fcdebf8e1923154.jpg,https://juicycouture.ru/upload/iblock/e14/e14d5a59ba22d114e2d72620a3fb6278.jpg,https://juicycouture.ru/upload/iblock/cb5/cb50da21a07bca0585ca0066a3e0749e.jpg,,
"Леггинсы Inked Heart Brushed Back","  	 Легинсы с эластичной талией и контрастным принтом на ноге.  ",10250,5125,50%,"Одежда > Брюки",,,https://juicycouture.ru/catalog/womens-clothing/pants/legginsy-inked-heart-brushed-back-legging-WTKB100922-009/,https://juicycouture.ru/upload/iblock/c19/c1983e048b412c76669fee7e49525368.jpg,https://juicycouture.ru/upload/iblock/4e3/4e39d57285981c6ef3bb5581e3e1e5a3.jpg,https://juicycouture.ru/upload/iblock/b05/b0506be60de0282c3da482dae4116e91.jpg,,
"Свитер Contrast Stitch Logo","  Свитер свободного кроя с вышивкой на спине, длинными рукавами, круглым вырезом, контрастными полосками на воротнике, манжетах и по низу. Представлен в двух цветах.  ",10800,5400,50%,"Одежда > Свитера",,,https://juicycouture.ru/catalog/womens-clothing/sweaters/sviter-contrast-stitch-logo-pullover-JWFST101070-055/,https://juicycouture.ru/upload/iblock/149/149c53f0da8c0100762cc072e2bcd419.jpg,https://juicycouture.ru/upload/iblock/1b3/1b30e6a6501ba9ded8dc74084e51bee6.jpg,https://juicycouture.ru/upload/iblock/e1c/e1c9add8ebe5e0d6bba7d2f4ca590e34.jpg,,
"Свитер Contrast Stitch Logo","  Свитер свободного кроя с вышивкой на спине, длинными рукавами, круглым вырезом, контрастными полосками на воротнике, манжетах и по низу. Представлен в двух цветах.  ",10800,5400,50%,"Одежда > Свитера",,,https://juicycouture.ru/catalog/womens-clothing/sweaters/sviter-contrast-stitch-logo-pullover-JWFST101070-455/,https://juicycouture.ru/upload/iblock/1ca/1cac8754d995e2c6a4775bd32dc4d4c0.jpg,https://juicycouture.ru/upload/iblock/c7d/c7da668e084e7779c56897d6f607a94d.jpg,https://juicycouture.ru/upload/iblock/098/098a8625e2c235bfcdad540d1bbeac5e.jpg,,
"Футболка JxJC Emblem Logo Graphic Tee","  	 Футболка с короткими рукавами, круглым вырезом и контрастным принтом спереди. Представлена в четырех цветах.  ",3700,1850,50%,"Одежда > Футболки",,,https://juicycouture.ru/catalog/womens-clothing/t-shirts/futbolka-jxjc-emblem-logo-graphic-tee-JWFKT100393-308/,https://juicycouture.ru/upload/iblock/938/938b3650107a4744f17e91e7668a3c18.jpg,https://juicycouture.ru/upload/iblock/ea7/ea7eede26e1bd8a4025b69a957cdcb96.jpg,https://juicycouture.ru/upload/iblock/f09/f096baf559edd58442c1707b309d998f.jpg,,
"Брюки-джоггеры Fleece JxJC Emblem Logo Pant","  	 Брюки-джоггеры с принтом-логотипом по ноге и эластичной регулируемой талией.  ",6100,3050,50%,"Одежда > Брюки",,,https://juicycouture.ru/catalog/womens-clothing/pants/bryuki-dzhoggery-fleece-jxjc-emblem-logo-pant-JWTKB100596-009/,https://juicycouture.ru/upload/iblock/997/9977a2edb7578ef35d25ecd79c7893b0.jpg,https://juicycouture.ru/upload/iblock/756/75685272aec2a4d83c5060e9f6f9b307.jpg,https://juicycouture.ru/upload/iblock/3d6/3d6f592620e86e7c8ee798ff1ac12630.jpg,,
"Толстовка Fleece Floral Camouflage Pullover","  	 Толстовка с контрастным принтом, круглым вырезом, длинными рукавами и эластичными деталями на манжетах.  ",5400,2700,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/tolstovka-fleece-floral-camouflage-pullover-JWTKT100590-009/,https://juicycouture.ru/upload/iblock/a56/a56f9f3b87edc184247f9d12227493a2.jpg,https://juicycouture.ru/upload/iblock/580/580e0c34d7fe9dcb39eb731b99f7ee7b.jpg,https://juicycouture.ru/upload/iblock/612/612b0f99a4ab60f9c059aeb02265cc3f.jpg,,
"Платье Stretch Velour Satin Mix Dress","  	 Велюровое платье на бретелях с скрещенными деталями на спине.  ",14850,7425,50%,"Одежда > Платья",,,https://juicycouture.ru/catalog/womens-clothing/dresses/plate-stretch-velour-satin-mix-dress-WTKD100015-009/,https://juicycouture.ru/upload/iblock/e19/e192bfc770bea8759e4dde02b544eb3f.jpg,https://juicycouture.ru/upload/iblock/3c0/3c0a06f89ee20864ae4252df3b038ca2.jpg,https://juicycouture.ru/upload/iblock/343/343a6725b2192de8cf9e2c035133e419.jpg,,
"Брюки Fleece JxJC Emblem Logo Pant","  	 Брюки-джоггеры с принтом-логотипом по ноге и эластичной регулируемой талией.  ",4300,2150,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/bryuki-fleece-jxjc-emblem-logo-pant-JWTKB100596-950/,https://juicycouture.ru/upload/iblock/6f3/6f37996e254bc6968f4e678115fa1429.jpg,https://juicycouture.ru/upload/iblock/d72/d7258e61f6134892de6705acaf314c18.jpg,https://juicycouture.ru/upload/iblock/52e/52eef3798b485330fd30950f2763b6dd.jpg,,
"Толстовка Terry Colorblock Zip Up Pullover","  	 Куртка с высоким воротником, длинными рукавами, застежкой на молнию спереди и эластичным низом.  ",8700,4350,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/tolstovka-terry-colorblock-zip-up-pullover-JWTKT100790-479/,https://juicycouture.ru/upload/iblock/826/82601abd867bbc3002e374fafbbf2f56.jpg,https://juicycouture.ru/upload/iblock/efe/efe214cefd8c03e7452f4f489fa8ff42.jpg,https://juicycouture.ru/upload/iblock/d90/d90486ea412b937bd4fa960051cd7ab0.jpg,,
"Толстовка Terry Colorblock Zip Up Pullover","  	 Куртка с высоким воротником, длинными рукавами, застежкой на молнию спереди и эластичным низом.  ",8700,4350,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/tolstovka-terry-colorblock-zip-up-pullover-JWTKT100790-681/,https://juicycouture.ru/upload/iblock/c28/c28d204cf71350b4e0cdac9d1b0600a3.jpg,https://juicycouture.ru/upload/iblock/a0b/a0bbbdd97578fd89587aae8d57a46f89.jpg,https://juicycouture.ru/upload/iblock/1fe/1fe8360b7dc525cc4e4536f4fd736dda.jpg,,
"Толстовка Fleece JxJC Emblem Logo Pullover","  	 Толстовка свободного кроя с длинными рукавами, круглым вырезом и принтом спереди.  ",4300,2150,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/tolstovka-fleece-jxjc-emblem-logo-pullover-JWTKT100590-950/,https://juicycouture.ru/upload/iblock/1d8/1d858c6a2eb68b9e8010afecf5198620.jpg,,,,
"Свитер Juicy Colorblock Logo Pullover","  	 Свитер с круглым вырезом, длинными рукавами и надписью спереди.  ",10800,5400,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/sviter-juicy-colorblock-logo-pullover-JWFST113090-499/,https://juicycouture.ru/upload/iblock/e23/e230192d65e3bab6e422f130be74a48c.jpg,https://juicycouture.ru/upload/iblock/9cc/9cc1b2ba3b614a73eb490758dedd3a5d.jpg,https://juicycouture.ru/upload/iblock/c8d/c8d0c1376794c23d950ad36574866a49.jpg,,
